date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:25:59	44063/44063	---M-Z	200	added ('OK')	text/html	etag:%22ac1f-5e7c2875-c9e9c91eb5c3b17f;gz%22	https://www.mylynhnguyen.com/	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/index.html	(from )
15:25:59	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/robots.txt		(from )
15:25:59	899/899	---M--	200	added ('OK')	image/png	etag:%22383-5e3a286d-9405497e28ce6c5f;;;%22	https://www.mylynhnguyen.com/images/favicon.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/favicon.png	(from https://www.mylynhnguyen.com/)
15:25:59	3609/3609	---M-Z	200	added ('OK')	text/css	etag:%22e19-5e3a2864-ef973d72471d7303;gz%22	https://www.mylynhnguyen.com/css/imageTimeline.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/imageTimeline.css	(from https://www.mylynhnguyen.com/)
15:26:00	68606/68606	---M-Z	200	added ('OK')	text/css	etag:%2210bfe-5e3a2864-b766e4fb580e5792;gz%22	https://www.mylynhnguyen.com/css/animate.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/animate.min.css	(from https://www.mylynhnguyen.com/)
15:26:00	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-5e3a2864-36d5f32daf88d99f;gz%22	https://www.mylynhnguyen.com/css/font-awesome.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/font-awesome.min.css	(from https://www.mylynhnguyen.com/)
15:26:00	13706/13706	---M-Z	200	added ('OK')	text/css	etag:%22358a-5e3a2864-5579dd0c79874853;gz%22	https://www.mylynhnguyen.com/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/jquery.fancybox.min.css	(from https://www.mylynhnguyen.com/)
15:26:00	2505/2505	---M-Z	200	added ('OK')	text/css	etag:%229c9-5e3a2864-63bfe87f64644148;gz%22	https://www.mylynhnguyen.com/css/slicknav.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/slicknav.min.css	(from https://www.mylynhnguyen.com/)
15:26:01	25709/25709	---M-Z	200	added ('OK')	text/css	etag:%22646d-5e3a2864-dce1834f15b78fd6;gz%22	https://www.mylynhnguyen.com/css/animate-text.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/animate-text.css	(from https://www.mylynhnguyen.com/)
15:26:01	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%22517-5e3a2864-abff21821737d1f9;gz%22	https://www.mylynhnguyen.com/css/owl.theme.default.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/owl.theme.default.css	(from https://www.mylynhnguyen.com/)
15:26:01	4614/4614	---M-Z	200	added ('OK')	text/css	etag:%221206-5e3a2864-7c9026450f352a91;gz%22	https://www.mylynhnguyen.com/css/owl.carousel.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/owl.carousel.min.css	(from https://www.mylynhnguyen.com/)
15:26:01	121200/121200	---M-Z	200	added ('OK')	text/css	etag:%221d970-5e3a2864-1b5912c8c3ece3a1;gz%22	https://www.mylynhnguyen.com/css/bootstrap.min.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/bootstrap.min.css	(from https://www.mylynhnguyen.com/)
15:26:02	54172/54172	---M-Z	200	added ('OK')	text/css	etag:%22d39c-5e44bccb-9a4b130ad419bf9d;gz%22	https://www.mylynhnguyen.com/style.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/style.css	(from https://www.mylynhnguyen.com/)
15:26:02	8182/8182	---M-Z	200	added ('OK')	text/css	etag:%221ff6-5e3a2864-80a90587dd9effcc;gz%22	https://www.mylynhnguyen.com/css/reset.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/reset.css	(from https://www.mylynhnguyen.com/)
15:26:02	8738/8738	---M-Z	200	added ('OK')	text/css	etag:%222222-5e3a2864-ded829dd6a66322b;gz%22	https://www.mylynhnguyen.com/css/responsive.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/responsive.css	(from https://www.mylynhnguyen.com/)
15:26:02	3835/3835	---M-Z	200	added ('OK')	text/css	etag:%22efb-5e3a2864-a0205820e78bbf48;gz%22	https://www.mylynhnguyen.com/css/color/color3.css	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/color/color3.css	(from https://www.mylynhnguyen.com/)
15:26:04	570375/570375	---M--	200	added ('OK')	image/png	etag:%228b407-5e3a2871-93baf059c5f5d6b4;;;%22	https://www.mylynhnguyen.com/images/sidepic.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/sidepic.png	(from https://www.mylynhnguyen.com/)
15:26:04	2221342/2221342	---M--	200	added ('OK')	image/png	etag:%2221e51e-5e3a2864-4584e614551329ff;;;%22	https://www.mylynhnguyen.com/images/cafe1cropped.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/cafe1cropped.png	(from https://www.mylynhnguyen.com/)
15:26:05	95396/95396	---M--	200	added ('OK')	image/jpeg	etag:%22174a4-5e3a2871-54cbb2ac4922efbe;;;%22	https://www.mylynhnguyen.com/images/profilecropped.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/profilecropped.jpg	(from https://www.mylynhnguyen.com/)
15:26:05	2170828/2170828	---M--	200	added ('OK')	image/png	etag:%22211fcc-5e3a2864-c7c7a6b14f6e7c45;;;%22	https://www.mylynhnguyen.com/images/car1.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/car1.png	(from https://www.mylynhnguyen.com/)
15:26:05	1798683/1798683	---M--	200	added ('OK')	application/pdf	etag:%221b721b-5e7c23f5-d43cdb78e3307676;;;%22	https://www.mylynhnguyen.com/Resume.pdf	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/Resume.pdf	(from https://www.mylynhnguyen.com/)
15:26:06	267089/267089	---M--	200	added ('OK')	image/jpeg	etag:%2241351-5e3a286d-90b50a5687177eeb;;;%22	https://www.mylynhnguyen.com/images/mympy1.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/mympy1.jpg	(from https://www.mylynhnguyen.com/)
15:26:06	120460/120460	---M--	200	added ('OK')	image/png	etag:%221d68c-5e3a2871-62afe34ccb988ebd;;;%22	https://www.mylynhnguyen.com/images/nps-score.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/nps-score.png	(from https://www.mylynhnguyen.com/)
15:26:06	346984/346984	---M--	200	added ('OK')	image/jpeg	etag:%2254b68-5e3a286d-d9b3561290492d4;;;%22	https://www.mylynhnguyen.com/images/edulloweb.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/edulloweb.jpg	(from https://www.mylynhnguyen.com/)
15:26:06	340013/340013	---M--	200	added ('OK')	image/jpeg	etag:%225302d-5e3a2871-c9b77414361c753d;;;%22	https://www.mylynhnguyen.com/images/refugee-stories1.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/refugee-stories1.jpg	(from https://www.mylynhnguyen.com/)
15:26:06	272660/272660	---M--	200	added ('OK')	image/jpeg	etag:%2242914-5e3a2871-891152ee2b4a834a;;;%22	https://www.mylynhnguyen.com/images/usbest.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/usbest.jpg	(from https://www.mylynhnguyen.com/)
15:26:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/www.usbesttransport.com	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/www.usbesttransport.com	(from https://www.mylynhnguyen.com/)
15:26:07	235728/235728	---M--	200	added ('OK')	image/jpeg	etag:%22398d0-5e3a2869-af0cbe7a62757ef2;;;%22	https://www.mylynhnguyen.com/images/catchAndDeliver.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/catchAndDeliver.jpg	(from https://www.mylynhnguyen.com/)
15:26:07	231907/231907	---M--	200	added ('OK')	image/jpeg	etag:%22389e3-5e3a286d-c3288afdf191b30a;;;%22	https://www.mylynhnguyen.com/images/deadjokes.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/deadjokes.jpg	(from https://www.mylynhnguyen.com/)
15:26:07	32641/32641	---M--	200	added ('OK')	image/png	etag:%227f81-5e3a286d-cf712a6db0d4ff38;;;%22	https://www.mylynhnguyen.com/images/csbw1.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/csbw1.png	(from https://www.mylynhnguyen.com/)
15:26:09	263884/263884	---M--	200	added ('OK')	image/png	etag:%22406cc-5e3a286d-e87c0aef45fd5591;;;%22	https://www.mylynhnguyen.com/images/csbw2.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/csbw2.png	(from https://www.mylynhnguyen.com/)
15:26:29	232914/232914	---M--	200	added ('OK')	image/jpeg	etag:%2255e5d98b-38dd2%22	https://www.chanler.com/files/frys.jpg	C:/My%20Web%20Sites/portfolio_nu/www.chanler.com/files/frys.jpg	(from https://www.mylynhnguyen.com/)
15:26:29	277974/277974	---M--	200	added ('OK')	image/jpeg	etag:%225df9d209-43dd6%22	https://www.jweekly.com/wp-content/uploads/2017/05/Krause_Entrance-crop-e1541112237912.jpg	C:/My%20Web%20Sites/portfolio_nu/www.jweekly.com/wp-content/uploads/2017/05/Krause_Entrance-crop-e1541112237912.jpg	(from https://www.mylynhnguyen.com/)
15:26:30	522346/522346	---M--	200	added ('OK')	image/jpeg	etag:%225df9a114-7f86a%22	https://news.sfsu.edu/sites/default/files/grad_main_5.jpg	C:/My%20Web%20Sites/portfolio_nu/news.sfsu.edu/sites/default/files/grad_main_5.jpg	(from https://www.mylynhnguyen.com/)
15:26:30	392641/392641	---M--	200	added ('OK')	image/png	etag:%2248ff84f4ec1f9e4ae9d01285d1f1a7b1045943bb%22	https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fblogs-images.forbes.com%2Fjonathanmoed%2Ffiles%2F2019%2F04%2FLambda-Promo-Image.jpg	C:/My%20Web%20Sites/portfolio_nu/thumbor.forbes.com/thumbor/960x0/https_/blogs-images.forbes.com/jonathanmoed/files/2019/04/Lambda-Promo-Image.png	(from https://www.mylynhnguyen.com/)
15:26:32	304503/304503	---M--	200	added ('OK')	image/jpeg	etag:%224a577-5e3a286d-2d0fbd2e675b654e;;;%22	https://www.mylynhnguyen.com/images/mycode.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/mycode.jpg	(from https://www.mylynhnguyen.com/)
15:26:32	129570/129570	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2017%20Sep%202020%2018:02:06%20GMT	https://www.nucamp.co/assets/imgs/homepage/banner-home-mobile3.jpg	C:/My%20Web%20Sites/portfolio_nu/www.nucamp.co/assets/imgs/homepage/banner-home-mobile3.jpg	(from https://www.mylynhnguyen.com/)
15:26:33	84320/84320	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214960-5e3a2871-484686be025fb7c3;gz%22	https://www.mylynhnguyen.com/js/jquery.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.min.js	(from https://www.mylynhnguyen.com/)
15:26:33	1177493/1177493	---M--	200	added ('OK')	image/jpeg	etag:%2211f795-5e7c2873-cfc0a5b2409812b7;;;%22	https://www.mylynhnguyen.com/images/pge.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/pge.jpg	(from https://www.mylynhnguyen.com/)
15:26:34	15514/15514	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c9a-5e3a2871-67eddab298aec9a3;gz%22	https://www.mylynhnguyen.com/js/modernizr.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/modernizr.min.js	(from https://www.mylynhnguyen.com/)
15:26:34	8182/8182	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ff6-5e3a2871-592ef90e620b5071;gz%22	https://www.mylynhnguyen.com/js/wow.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/wow.min.js	(from https://www.mylynhnguyen.com/)
15:26:35	52302/52302	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cc4e-5e3a2871-4173c1cef9c36576;gz%22	https://www.mylynhnguyen.com/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.fancybox.min.js	(from https://www.mylynhnguyen.com/)
15:26:35	5532/5532	---M-Z	200	added ('OK')	application/x-javascript	etag:%22159c-5e3a2871-11b07ebdffff652c;gz%22	https://www.mylynhnguyen.com/js/animate-text.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/animate-text.js	(from https://www.mylynhnguyen.com/)
15:26:35	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-5e3a2871-92cdde5fd286d9e;gz%22	https://www.mylynhnguyen.com/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.slicknav.min.js	(from https://www.mylynhnguyen.com/)
15:26:35	12636/12636	---M-Z	200	added ('OK')	application/x-javascript	etag:%22315c-5e3a2871-28bbf17282f99785;gz%22	https://www.mylynhnguyen.com/js/jquery.stellar.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.stellar.min.js	(from https://www.mylynhnguyen.com/)
